raw_name,taxon_name,level_1,indicator
Symphoricarpos albus,symphoricarpos_albus,Symphoricarpos,FALSE
Symphoricarpos occidentalis,symphoricarpos_occidentalis,Symphoricarpos,FALSE
Symplocos,symplocos,Symplocos,FALSE
Syringa vulgaris,syringa_vulgaris,Syringa vulgaris,FALSE
Taraxacum,taraxacum,Asteraceae:Cicorioideae,FALSE
Taraxacum-type,taraxacum_type,Asteraceae:Cicorioideae,FALSE
Taxaceae,taxaceae,Taxaceae,FALSE
Taxodium,taxodium,Taxodium-type,FALSE
Taxodium-type,taxodium_type,Taxodium-type,FALSE
Taxus,taxus,Taxus,FALSE
Taxus-type,taxus_type,Taxus,FALSE
Taxus brevifolia,taxus_brevifolia,Taxus,FALSE
Taxus canadensis,taxus_canadensis,Taxus,FALSE
Thalictrum,thalictrum,Ranunculaceae undiff.,FALSE
Thalictrum_type,thalictrum_type,Ranunculaceae undiff.,FALSE
Thalictrum/Coptis,thalictrum_coptis,Ranunculaceae undiff.,FALSE
Thuja,thuja,Juniperus-type,FALSE
Thuja-type,thuja_type,Juniperus-type,FALSE
Thuja plicata-type,thuja_plicata_type,Juniperus-type,FALSE
Tidestromia,tidestromia,Tidestromia,FALSE
Tidestromia-type,tidestromia_type,Tidestromia,FALSE
Tilia,tilia,Tilia,FALSE
Tilia americana,tilia_americana,Tilia,FALSE
Tillandsia,tillandsia,Tillandsia,FALSE
Tofieldia,tofieldia,Tofieldia,FALSE
Toxicodendron,toxicodendron,Anacardiaceae,FALSE
Toxicodendron radicans,toxicodendron_radicans,Anacardiaceae,FALSE
Toxicodendron radicans-type,toxicodendron_radicans_type,Anacardiaceae,FALSE
Tradescantia,tradescantia,Commelinaceae,FALSE
Trema,trema,Trema,FALSE
Triantha glutinosa,triantha_glutinosa,Tofieldia,FALSE
Tribulus,tribulus,Tribulus,FALSE
Trientalis,trientalis,Primulaceae,FALSE
Trifolium,trifolium,Fabaceae,FALSE
Trifolium-type,trifolium_type,Fabaceae,FALSE
Trifolium pratense,trifolium_pratense,Fabaceae,FALSE
Trifolium repens,trifolium_repens,Fabaceae,FALSE
Trifolium repens-type,trifolium_repens_type,Fabaceae,FALSE
Trillium,trillium,Liliaceae-type,FALSE
Triticum,triticum,Cerealia-type,TRUE
Triticum-type,triticum_type,Cerealia-type,TRUE
Trixis,trixis,Asteraceae:Asteroideae,FALSE
Tsuga,tsuga,Tsuga,FALSE
Tsuga canadensis,tsuga_canadensis,Tsuga,FALSE
Tsuga canadensis-type,tsuga_canadensis_type,Tsuga,FALSE
Tsuga heterophylla,tsuga_heterophylla,Tsuga,FALSE
Tsuga mertensiana,tsuga_mertensiana,Tsuga,FALSE
Tsuga undiff.,tsuga_undiff,Tsuga,FALSE
Ulmaceae,ulmaceae,Ulmaceae,FALSE
Ulmus,ulmus,Ulmus,FALSE
Ulmus americana,ulmus_americana,Ulmus,FALSE
Urtica,urtica,Urtica-type,FALSE
Urtica-type,urtica_type,Urtica-type,FALSE
Urtica dioica-type,urtica_dioica_type,Urtica-type,FALSE
Urticaceae,urticaceae,Urtica-type,FALSE
Urticaceae undiff.,urticaceae_undiff,Urtica-type,FALSE
Urticaceae/Moraceae,urticaceae_moraceae,Urtica-type,FALSE
Urticalean Rosids,urticalean_rosids,Urticalean Rosids,FALSE
Urticalean Rosids undiff.,urticalean_rosids_undiff,Urticalean Rosids,FALSE
Vaccinium,vaccinium,Ericaceae,FALSE
Vaccinium-type,vaccinium_type,Ericaceae,FALSE
Vaccinium angustifolium-type,vaccinium_angustifolium_type,Ericaceae,FALSE
Vaccinium macrocarpon-type,vaccinium_macrocarpon_type,Ericaceae,FALSE
Vaccinium oxycoccos,vaccinium_oxycoccos,Ericaceae,FALSE
Vaccinium uliginosum-type,vaccinium_uliginosum_type,Ericaceae,FALSE
Vaccinium undiff.,vaccinium_undiff,Ericaceae,FALSE
Valeriana,valeriana,Valeriana,FALSE
Valeriana-type,valeriana_type,Valeriana,FALSE
Valeriana sitchensis,valeriana_sitchensis,Valeriana,FALSE
Valerianella-type,valerianella_type,Valerianella-type,FALSE
Valerianoideae,valerianoideae,Valeriana,FALSE
Veratrum,veratrum,Liliaceae-type,FALSE
Verbena,verbena,Verbenaceae,FALSE
Verbenaceae,verbenaceae,Verbenaceae,FALSE
Veronica,veronica,Scrophulariaceae,FALSE
Veronica-type,veronica_type,Scrophulariaceae,FALSE
Viburnum,viburnum,Viburnum,FALSE
Viburnum-type,viburnum_type,Viburnum,FALSE
Viburnum alnifolium,viburnum_alnifolium,Viburnum,FALSE
Viburnum edule,viburnum_edule,Viburnum,FALSE
Viburnum lentago,viburnum_lentago,Viburnum,FALSE
Viburnum nudum,viburnum_nudum,Viburnum,FALSE
Viburnum opulus,viburnum_opulus,Viburnum,FALSE
Viburnum opulus-type,viburnum_opulus_type,Viburnum,FALSE
Viburnum rafinesquianum-type,viburnum_rafinesquianum_type,Viburnum,FALSE
Viburnum undiff.,viburnum_undiff,Viburnum,FALSE
Vicia-type,vicia_type,Fabaceae,FALSE
Viola,viola,Violaceae,FALSE
Violaceae,violaceae,Violaceae,FALSE
Violaceae undiff.,violaceae_undiff,Violaceae,FALSE
Viscaceae sensu stricto,viscaceae_sensu_stricto,Viscaceae sensu stricto undiff.,FALSE
Viscaceae sensu stricto undiff.,viscaceae_sensu_stricto_undiff,Viscaceae sensu stricto undiff.,FALSE
Vitaceae,vitaceae,Vitaceae,FALSE
Vitis,vitis,Vitis,FALSE
Xanthium,xanthium,Xanthium-type,FALSE
Xanthium-type,xanthium_type,Xanthium-type,FALSE
Ximenia,ximenia,Ximenia,FALSE
Xyris,xyris,Xyris,FALSE
Yucca,yucca,Yucca,FALSE
Zanthoxylum,zanthoxylum,Rutaceae,FALSE
Zanthoxylum-type,zanthoxylum_type,Rutaceae,FALSE
Zanthoxylum americanum,zanthoxylum_americanum,Rutaceae,FALSE
Zea,zea,Zea mays,TRUE
Zea mays,zea_mays,Zea mays,TRUE
Zigadenus,zigadenus,Liliaceae-type,FALSE
Zygophyllaceae,zygophyllaceae,Zygophyllaceae,FALSE
